"id","displayName","phoneNumber","email","expertises","uid"
"8zjqKMqMu0zgqhlcg8JPFouft182","Roberto Mendoza Castillo","+59165086647","roberto.mendoza26@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"92wcvccZEuTVPNtzkZyclmPKeLk1","roberto medina","+59174652419","robertomedinaflores1730@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""}]",
"94CQwqTPwt9e8YSIabJdFGS3KEK6","Daniela Jimenez Rivera","+59171889570","daniela.jimenez69@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"94aAqCIByFCHyDI1MRGxRuFIaLJE","Manuel Ortiz Ruiz","+59160375386","manuel.ortiz77@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"967cyYQavcNaR9TLjNdkUXz0JcEy","Elena Ortiz Chavez","+59166889104","elena.ortiz95@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"9AJkn5AXru4eBwXtOEJLH9UfDWhE","Andrea Castillo Chavez","+59165239112","andrea.castillo83@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"9Bj24ftFq2Q8q69SLKSYdqyOTQ03","alexander soliz velasquez","+59178091106","alexandersolizvelasquez@gmail.com","[{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"9HdRFg6T2mvQpLk8SaUxC4ZiBnE3","Carlos Eduardo Méndez Vargas","+59175593048","carlos.mendezcv@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"9I9z2299j7dRP54W6xFalL1yg3M5","Daniel Gonzalez Castro","+59178663542","daniel.gonzalez16@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"9JhmSSjViXNR6ucAkCqlzgsJ8c53","Mariela Ortiz Saucedo ","+59173116890","981ortizmariela@gmail.com","[{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""},{""name"":""Cocina y catering"",""id"":""8Bdv0Ir5sAErddd8jW94""}]",
"9TNx8dj3Eodm67TMm3JH3gsrUu8W","Francisco Mendoza Flores","+59162564452","francisco.mendoza46@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"9UhUTNuOZtY6mPlkjTTUQrOxeKY2","Diego Albornoz ","+59168703361","diegodin.321@gmail.com","[]",
"9XqW8SuvePaXWgkjNepeg2EZEA6j","Daniela Perez Morales","+59166556457","daniela.perez21@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"9b17NeAgvgi1H0DrgEiCdt3KmotO","Ricardo Torres Hernandez","+59177625063","ricardo.torres11@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"9fRbsA2Arigt8uzS7th1Gy21QbnR","Manuel Silva Ramos","+59171900111","manuel.silva78@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"9jsmrbwHnywysr3Wh1v5mskpzjNk","David Torres Morales","+59161177986","david.torres22@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"9mgGxVyWnbe7jgi185JXLTsUdjA2","ROLY Ghayner Jordan Dorado ","+59178136696","rojordandorado63@gmail.com","[{""name"":""Area de salud"",""id"":""3nikpxFQAWAQLOGk9lYG""},{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""},{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""},{""name"":""Técnicos de electrodomesticos"",""id"":""9GtGhWlmirDeVJGPRoqt""}]",
"9o3OPRlKXExsTeEPoOp8aUixtMqc","Fernando Chavez Rivera","+59178654061","fernando.chavez97@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"9pXMAZM2q7MAD94j6OX8","kelsy Ríos Mendoza","+59177061028","kelsyriosmendoza1399@gmail.com","[""Belleza y estética""]",
"9piv62Am7EXj3psaR6xWKM1qB362","Yuliana Mayerly Morales López ","+59177375570","yulianamayerlymorales@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"9puqBO0vxZWVOuv88zLNCREh7i62","José Antonio Yapori Moique","+59178068002","antonioyapori.rico@gmail.com","[{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""}]",
"9sMHwtZEVwvpu3MLuL3T","Rosmery Alvarez","71000378","rosmeryta150887@gmail.com","[""Medicina""]",
"9vgQzd346lYZzefq0xSaz5Zclxi2","Deiby Adrián Cruz Romero","+59167863862","deibyc788@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"9vxZo3Iaj3mPjdzRJHkuWbyuNEaY","Miguel Lopez Ortiz","+59160903601","miguel.lopez86@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"ABE6YNDPcxVc2PXCBzlqi4p1Jtl2","Mario Suárez ","+59178561298","mariojosesys@gmail.com","[{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""},{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"AHjWsAoEpufWSzbwxor9ivMy04do","Roberto Cruz Vargas","+59167815412","roberto.cruz20@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"AaEIWtWihZpQ60ofuYRH6t79U9or","Luis Sanchez Perez","+59177122713","luis.sanchez92@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"Agq9yFjyGRqCKR63Rh1fin5Qpt1y","Juan Suarez Rivera","+59176350540","juan.suarez84@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"AgtSqBNf0a1Y6GaDyRvYsbhRmCXF","Mariana Gomez Romero","+59165813586","mariana.gomez83@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"AoGyjf6yz1hCRFIjXEg9GyFhXx0z","Laura Morales Hernandez","+59165308238","laura.morales78@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"ApK4HtRUSpR9JAZ5jDQGPE1NTafi","Juan Gonzalez Reyes","+59162192233","juan.gonzalez67@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"Atjrxufy4PuW1ZgeFNCC17CrtqlS","Fernando Mendoza Ruiz","+59178245216","fernando.mendoza28@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"AwehNxqvUWbT589s1IQGjko0Eek2","Luis Fernando Insaurralde Melgar","73984853","jc04022016@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""},{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"B5xMznoAGSXuodlnNQV2JqOawsl2","Luis Sabas Inza Blanco ","+59177884169","sabas.inza@gmail.com","[{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""}]",
"BBXrX192L8b0lDaAuL0FI7hbqB0P","Patricia Chavez Rivera","+59179841902","patricia.chavez13@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"BDDcI5apH4sQsk53quFtR40qXSSR","Francisco Ramirez Martinez","+59161745751","francisco.ramirez78@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"BGMjwkwyVUedn21Y4UxMmGnoOLMJ","Francisco Ramirez Torres","+59168948493","francisco.ramirez26@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"BHt9PTeWXNP84PluEanZG75Fhfn2","Gonzalo Mazo Copa","+59174677784","gonzalomazo47@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"BHuYRpxsOAMNmc4fGgThn2RLM6H2","wendy pedraza mendoza","+59176772160","a31731756@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""},{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""}]",
"BIAS7DGC0ItbPnsukTqLlSbDSu4K","Valeria Castro Hernandez","+59170545606","valeria.castro96@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"BIY17U6cMnVZ0b0QjjCo5QchhE72","Mat Sempertegui","","matsempertegui732@gmail.com","[]",
"BLLg07XdkjnG0U6nlmWTjfHlMW2i","Fernando Jimenez Jimenez","+59172199251","fernando.jimenez36@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"BW7sgPipDoNabLsWf35BYOkXrZG2","Juan Marcelo Bermudez Magne ","+59160862794","marcelobrmdz315@gmail.com","[{""id"":""ofgvEBCreL64b4HrCTLD"",""name"":""Técnicos de computadoras y dispositivos electrónicos""}]",
"BWmybeUDHVhw37ug0ZzXBpCUmXX2","David Ramos Gutierrez","+59164600441","david.ramos46@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"BWzeu5Od1KcxNU7gAvkcyvcvHn43","JOSE ANTONIO ALVAREZ  TOWACA","+59178511741","jose321123x@gmail.com","[{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"BZPQHaDYPXNII2q3i2Y97Dpdku82","mixer Audi ","+59165884846","jmrj.961@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""},{""name"":""Albañilería"",""id"":""wOm91xVIuu9KBqfYkjas""},{""name"":""Area de salud"",""id"":""3nikpxFQAWAQLOGk9lYG""},{""name"":""Arquitectura y diseño interiores y exteriores"",""id"":""M06JAG6gFPjvowpSVk2o""},{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""},{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""},{""name"":""Canaletas"",""id"":""aEyz8O9yINaMF8p4FQhK""},{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""},{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""},{""name"":""Cocina y catering"",""id"":""8Bdv0Ir5sAErddd8jW94""},{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""},{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""},{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""},{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""},{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""},{""name"":""Mudanza"",""id"":""UfYx7mmgXVsBnmajwUrN""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""},{""name"":""Soldador"",""id"":""iEV4j5vJur7V6ZUBmSHE""},{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""},{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"Bawpc7dqFqndGIuXQL0qDhflDxFJ","Carlos Gutierrez Chavez","+59168237918","carlos.gutierrez27@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"Bf16LulukhPlG6wCB6FulZj4H3r1","Samuel Valle herrera","77858428","samuelvalleherrera7@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"BgPkKrMeDlEnbwbG1H5FNNRbDwgT","Gabriela Mendoza Jimenez","+59170705129","gabriela.mendoza84@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"BhgSbTDcdZwf6AKzIl8wQOzolqMw","Maria Silva Ramos","+59175384369","maria.silva64@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"BtsUMrgo66brA5oaBqeIExMEbNX2","Willy Omar Montaño Moron","+59176083392","willyomarmontanomoron@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"Bw1XVG04eSp43qKJ5vgD1gfcN84o","Daniel Perez Gonzalez","+59167868930","daniel.perez69@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"BwM2KoZoFdU8J38w9QKOK8DuBz72","Jhonn valentin valverde","+59161313530","jhonnvalverde6@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"C0nOPRcmXBfJtcSD7JLIz1O4J142","vanesa ayaviri ","+59162002333","vanesacalani706@gmail.com","[]",
"CC3Q48lIaNcCGvuFYu7Rw4eG4ha2","Miguel angel Ruiz vargas ","+59160005024","miguelruiz141199@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"CPitJY861jxmxwD1F4Rn2wCkA4jn","Elena Silva Torres","+59162606097","elena.silva89@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"CUANWbCp0otpbuAdtSSg9z8Pmr8n","Laura Sanchez Romero","+59163105319","laura.sanchez28@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"CVfUC1Va5KHBlDIj5KFg5cvUJMh2","Luis Suarez Cruz","+59173560458","luis.suarez25@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"CXCEsz9flqkB7VsIyDBH","Jose Carlos Rueda ","+59170854355","ra.jose.carlos@gmail.com","[""Educación/profesor(a)""]",
"CZjfYXpmz1SsrtWAY4308gZCGOr2","Juan Carlos guardia perez","+59176694305","jcarlosp439@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"CeI9h7aguPWUntZa8d12NTecEVL2","José Reinaldo Lara Carbajal","+59169875054","joselara.362024@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""},{""name"":""Soldador"",""id"":""iEV4j5vJur7V6ZUBmSHE""}]",
"ChPp2fwcMxz2FAGCtw73vgfSqNl3","Andrea Gomez Rivera","+59176128357","andrea.gomez90@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"CjYEP5nO6GluA98gPqdXaV45kecZ","David Suarez Romero","+59165782726","david.suarez70@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"CnTSCVZbCyBxAhC8o5aD0Bn12IkM","Lucia Ramirez Chavez","+59167554462","lucia.ramirez50@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"CrOr4P9SE4XbY7fXAXlMGMuPrL33","Jesus Arteaga Santelices","+59168882886","arteagasantelicesjesus0@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"CsJZi3jzCnD3Sz2wkeAuOIS25SSs","Jorge Hernandez Romero","+59168974791","jorge.hernandez69@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"D6iflKDe4qGs1ucNkQxJyVx6FRO5","Elena Flores Sanchez","+59175265094","elena.flores79@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"DFMuvEClo9qmBFkQhgRsGD4O4HJ6","Elena Jimenez Garcia","+59160775674","elena.jimenez41@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"DIYzazn7yWNy8eswF5KYBtrCQxUv","Luis Diaz Reyes","+59163362505","luis.diaz30@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"DLY3TAA462X53dsBqbq4m9IikIE3","Sergio Cristian quispe limón ","+59165878715","sergiocristianquispelimon7@gmail.com","[{""name"":""Cocina y catering"",""id"":""8Bdv0Ir5sAErddd8jW94""}]",
"DiHAtgIVW2XfZeyh6OyLgKzhi8e2","Ruben Julio Quispe Alberto","+59170255910","rubenjulio5252@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"DjJ5dq76GALVUH4Itr6QKT15BFaC","Maria Ortiz Ruiz","+59168213708","maria.ortiz73@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"DjYGgNpVwxTRvZgtEijEcDwjhD83","Gabriela Clemente Portuguez","+59175559986","clementeportuguesgabriela@gmail.com","[{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""}]",
"DjZaramFVNHPbVV3fDP7CrRvwEsu","Andrea Garcia Torres","+59160801154","andrea.garcia95@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"Dr0o5AqBlq1l36IJwdnhnbhrmY1o","Patricia Torres Torres","+59173423490","patricia.torres93@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"DyIymEQIVth3CTWBzhyFl4mrWuBn","Juan Gomez Ruiz","+59164397219","juan.gomez62@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"DyOXkdP3i5UXFmJDtRccyq5mzSd2","zulma cabrera sejas ","+59177071529","cabrerasejasz@gmail.com","[{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""},{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"E2DSMzqYFCr0QuZZqV9GSQxv2Vxq","Jorge Gonzalez Cruz","+59173989479","jorge.gonzalez53@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"EAfLAYTP6E7DEunoM0NmU676D5Fl","Daniela Mendoza Silva","+59176105237","daniela.mendoza76@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"EBeI56fAvrWNlgH1O1acudM2ow32","Luis Fernando Baldiviezo","+59176894012","luisfernandobaldiviezo6163@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"ECQqjEcNBBrTr2QstU1ktLvXexuT","Jose Garcia Torres","+59165120426","jose.garcia92@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"EGLs28s3ErSF44hg5gugiB26YHKd","Maria Diaz Sanchez","+59173984227","maria.diaz73@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"EGl0BSOSuaj2sMEt6CeNcgoykB6P","Carlos Sanchez Vargas","+59178900575","carlos.sanchez54@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"EIGphKw4m99cbIZ979XEN4JxKlMx","Roberto Diaz Rodriguez","+59175962601","roberto.diaz51@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"ELlTVnJMolLLMOhNx3xGu8GfTQUO","Ana Reyes Perez","+59167187381","ana.reyes42@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"EQh5caV7nK8EfLPsT6IdElzH3dZH","Sofia Jimenez Flores","+59177864226","sofia.jimenez96@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"ESa8QtM00h0Q5pHKYKt82X7zBUMF","Valeria Gonzalez Rivera","+59160977525","valeria.gonzalez98@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"ESsTNwlpM6b6fuLC9etm","Jose Carlos Rueda ","+59170854355","ra.jose.carlos@gmail.com","[""Educación/profesor(a)""]",
"EWnhUszfz992tWbcznSzbvkD50si","Elena Castillo Diaz","+59166140026","elena.castillo62@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"EcRSqQgQbaXBdfH0StgUxEU3ONc2","pedro luis lurice","+59170053160","fotonht4500@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"Ecgx4VcQSWTbQG3b7YNRssReO1Jd","Carlos Diaz Lopez","+59162674180","carlos.diaz95@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"EhY1n6qVFN2S7R8DpRYojGSWCuxG","Miguel Vargas Torres","+59162280472","miguel.vargas60@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"F2lW8bvuR7UHkUiDGB1Vuj0qWnX2","Marcos Salinas Espinoza ","+59162056250","mse.elu13042017@gmail.com","[{""id"":""nv1yfLUhhRJ0ow8ooY1M"",""name"":""Jardinería""}]",
"F7PFh5ebclWmloCRDBmhMZfROYl1","alex","+59173695806","alexyumo69@gmail.com","[]",
"FIjiwiaAgqWwqnUOARqO14K65YbL","Gabriela Mendoza Castillo","+59165314451","gabriela.mendoza72@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"FJ4Pq8PPSgdPyb7hLHTObhdDBln6","Lucia Ramos Sanchez","+59160759823","lucia.ramos59@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"FO6KkLgqFuPIAO1YKxax2bht1UL2","Grover Llaveta","+59173393643","groverllaveta5@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"FQAG8eZG96YjwtS4wwaGhtCKHXGw","Jorge Gonzalez Martinez","+59171011601","jorge.gonzalez75@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"FTyRoarbNqnkzV1wji4BtVD6wykR","Laura Ruiz Ramos","+59165843757","laura.ruiz65@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"FY2eC40TVV9aANl7G8jW6Tc18XoX","Juan Flores Lopez","+59176804119","juan.flores39@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"FYHdH3Fy4fGEzFMFhyE1xLT87lPo","Francisco Martinez Gomez","+59166524771","francisco.martinez74@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"FaBgXYSWtDbwstxEzRqN9Uhf6Eg1","Rosmery Duran Pedraza","+59177622472","romybebe18@gmail.com","[{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""}]",
"FkeiaHCyLuYU5nhw3GyDsJumm0t4","Patricia Gonzalez Reyes","+59178867848","patricia.gonzalez46@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"Fp0lWbHpHpOu9une5a8zyESJgQ12","franco Leoni villazante sanchez","+59160835447","franuelovillazante@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"FqOly1L1blfEFs1sitQwqD5gQWVK","Patricia Castillo Gonzalez","+59167723816","patricia.castillo56@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"G5Pzxen2WLReb4DobbJquChbQRTH","Jose Flores Gutierrez","+59161271500","jose.flores73@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"GB5TKXNoWzZOXYbx0w8fuUYXrBt1","Pastora Llaveta Soliz","+59168833342","pllaveta21@gmail.com","[{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""}]",
"GCfTloZ6BpQQFI0kw8OaOtK2qVG2","brayan Barriga Vedia ","+59176362958","barrigavediabrayan1@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"GDsR8wgi3IbNVrEtep4ArYre1dWc","Fernanda Martinez Castillo","+59162733106","fernanda.martinez68@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"GEkbqokulGRJkfgQb87CJdksdphZ","Paula Cruz Lopez","+59163457058","paula.cruz59@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"GHd1kR7TxQhmB34aBG80TdP035n2","Maria Eugenia Vaca Juatiniano ","+59170039545","mariaeugeniavacaju@gmail.com","[{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""}]",
"GIC70nm5qRggcyes694AJ5vhgmL4","Lucia Martinez Rodriguez","+59164517147","lucia.martinez93@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"GK299rpdOl1ME092xYHgUeQqN8Rc","Mariana Chavez Flores","+59167714444","mariana.chavez48@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"GQbKVk279eh6OOEQf4anwJQ48QE3","gabriel zambrana","","zambrana0692@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"Gg6f1yO8QtyXjDetngFQuQon4hEL","Luis Vargas Sanchez","+59176070366","luis.vargas83@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
